v	v.1	v.2	v.3	v.4	v.5	v.6	v.7	v.8	v.9	v.10	v.11	v.12	v.13	v.14	v.15	v.16	v.17	v.18	v.19	v.20	v.21	v.22	v.23	v.24	v.25	v.26	v.27	v.28	v.29	v.30	v.31	v.32	v.33	v.34	v.35	v.36	v.37	v.38	v.39	v.40	v.41	v.42	v.43	v.44	v.45	v.46	v.47	v.48	v.49	v.50	v.51	v.52	v.53	v.54	v.55	v.56	v.57	v.58	v.59	v.60	v.61	v.62	v.63	v.64	v.65	v.66	v.67	v.68	v.69	v.70	v.71	v.72	v.73	v.74	v.75	v.76	v.77	v.78	v.79	v.80	v.81	v.82	v.83	v.84	v.85	v.86	v.87	v.88	v.89	v.90	v.91	v.92	v.93	v.94	v.95	v.96	v.97	v.98	v.99	v.100	v.101	v.102	v.103	v.104	v.105	v.106	v.107	v.108	v.109	v.110	v.111	v.112	v.113	v.114	v.115	v.116	v.117	v.118	v.119	v.120	v.121	v.122	v.123	v.124	v.125	v.126	v.127	v.128	v.129	v.130	v.131	v.132	v.133	v.134	v.135	v.136	v.137	v.138	v.139	v.140	v.141	v.142	v.143	v.144	v.145	v.146	v.147	v.148	v.149	v.150	v.151	v.152	v.153	v.154	v.155	v.156	v.157	v.158	v.159	v.160	v.161	v.162	v.163	v.164	v.165	v.166	v.167	v.168	v.169	v.170	v.171	v.172	v.173	v.174	v.175	v.176	v.177	v.178	v.179	v.180	v.181	v.182	v.183	v.184	v.185	v.186	v.187	v.188	v.189	v.190	v.191	v.192	v.193	v.194	v.195	v.196	v.197	v.198	v.199	v.200	v.201	v.202	v.203	v.204	v.205	v.206	v.207	v.208	v.209	v.210	v.211	v.212	v.213	v.214	v.215	v.216	v.217	v.218	v.219	v.220	v.221	v.222	v.223	v.224	v.225	v.226	v.227	v.228	v.229	v.230	v.231	v.232	v.233	v.234	v.235	v.236	v.237	v.238	v.239	v.240	v.241	v.242	v.243	v.244	v.245	v.246	v.247	v.248	v.249	v.250	v.251	v.252	v.253	v.254	v.255	v.256	v.257	v.258	v.259	v.260	v.261	v.262	v.263	v.264	v.265	v.266	v.267	v.268	v.269	v.270	v.271	v.272	v.273	v.274	v.275	v.276	v.277	v.278	v.279	v.280	v.281	v.282	v.283	v.284	v.285	v.286	v.287	v.288	v.289	v.290	v.291	v.292	v.293	v.294	v.295	v.296	v.297	v.298	v.299	v.300	v.301	v.302	v.303	v.304	v.305	v.306	v.307	v.308	v.309	v.310	v.311	v.312	v.313	v.314	v.315	v.316	v.317	v.318	v.319	v.320	v.321	v.322	v.323	v.324	v.325	v.326	v.327	v.328	v.329	v.330	v.331	v.332	v.333	v.334	v.335	v.336	v.337	v.338	v.339	v.340	v.341	v.342	v.343	v.344	v.345	v.346	v.347	v.348
85915	44060	81837	88816	39389	68680	127640	138571	80902	73164	124908	82509	90194	83485	76779	97744	83724	93617	64025	69957	109383	66283	124617	61983	107509	98535	77946	109694	97077	87051	57486	80943	61494	64281	76330	121126	103078	84199	60259	85926	107812	57007	117537	73908	46693	60996	52238	78302	71308	83682	67809	90656	49628	43443	120146	81926	100021.5	70122	53685	111423	67710	84992	100845	63634	84823	76087	56260	100864	88628	68645	105053	42641	72113	32117	114049	66903	38762.5	101613	72602	79824	44790	49177.5	71528.5	128253	95820	55012	74981.5	66851	80158	89851.5	61365	87106	118381	97298	113810	96511	86245	86848	80558	111716	82220	85212	77960	81471	66857.5	72580	52549	48523	53176	88755	93369	111913.5	107154	87783	65690	98143	101974	93220	87759.5	136000	115751	67717	123320	127789.5	56614	91082.5	87127	127057	76731	119460	90884.5	68108	125917	95487	98744	68436.5	72076	88601	76182	50966	96294.5	49421	101022	143514	92426	100144	124435	18798	83884	131012	109910	86539.5	81928	67197	91110.5	62871	72948	78826	97330	63894	101067	73738	74046	79017	56594	48160	81818	77726	62375	56961	62283	117796	55262.5	104935	99133	108855	83892	110077	58656.5	58480	54558	113363	81291	54203	74470	66849	115207	93671	98778	17253	102574	86261.5	54107	56478	83230	91530	45770	65525	65362	42806	95438	87163	77399	89406	65897	90750	95116	67966	98977	83743	79792	77847	95717	62733	124719	96540	63827	91728	74037	98040	58315	63595	92597	107714	101696	52991	93421	121702	112110	99723	99941	72056	127236	96254	116607	95731	120464	73693	96340	111908	114231	84118	42126	99207	106951	73661	69925	55826	68591	138438	93477	86353	95747	91889	109665	63881	66530	111898	83548	57931	105168	100537	69796	68974	47303	166141	81246	64324	87519	72106	55934	56722	92675	130325	77039	79920	86941	96808	100261	81861	70983	83307	53995	70330	83416	81200	64929	67074	108070	130630	111500	94319	57954	90192	84379	44823	33371	72842	102590	62450	98961	54574	89966	101119	62185	89374	83395	97863	75339	24661	41240	84806	94577	72536	78507	78527	89003	98431	47023	42082	102146	71929	81549	117612	114299	88549	96217	81444	135302	38580	70264	73900	73158	72621	107656	90460	107626	81172	68664	93768	64009	129784	62564	45669	34486	92957	109274	66749	75235
95391	49611	99840	99652	44748	85049	141298	147113	84377	84448	142988	89099	92718	86871	80861	112911	92301	117327	73083	72035	119161	82217	133435	66471	117655	118301	93644	116172	107752	101690	60892	88297	67952	75632	88896	138278	111507	95986	72668	97052	134152	67370	122089	79030	48337	73328	68779	89497	80923	96509	75478	99960	56343	50071	132782	87267	110221	78070	61847	119586	74909	91468	105095	75073	93620	83396	64977	109945	106878	79162	116482	46498	84819	34464	124132	74308	43335.5	114656	72837	87076	48141	57306	83064.5	150089	111436	62545	80409.5	79261	92827	100851	70179	102768	131956	111872	139228	105409	89249	91318	87823	129909	89872	97921	84127	84414	73295.5	84208.5	58965	50697	63833	104040	102521	131584.5	114937	89517	69802	105368	109886.5	107067	99322	144018	126602	81839.5	134480	135645	61787.5	100616	93473	147220	88606	134555	96531	81670	129845	104272.5	108815	76200	85359	93351	89370	51839	108203.5	52357	120715	160270	117280	117684	129904	22834	93038.5	151344	114533	100501	92609	74533	101252.5	73217	80145	96747	110168	71137.5	121309	85526	80385	88589	62075	56981	92039	93811	72278	65090	70648	125450	62373.5	120527	117998	112989	87805	119680	69494	71666	62750	117393	95082	60513	94185	78468	128275	112654	108663	20403	106991	89493.5	61932	62958	98771	103745	52858.5	70731	70235	47138	109086	101991	84887	96579	69220	104273	104788	80030	108982	95978	91342	84829	106518	70006	131950	106104	71677	102068	78338	105379	67218	80096	100792	118497	106019	61785	104521	130856	119470	109877	119130	74381	147464	108962	141570	111301	136910	81918	119553	116554	123393	85020	43698	114233	114914	78670	77596	68420	69343	160521	100523	102833	104607	98793	119903	70365	73766	129414	95901	61030	120123	114401	75481	77472	55710	183319	82673	84197	91393	80649	61458	61569	105187	143876	92039	97676	93510	105538	111548	94814	85646	87542	65819	73854	87679	87991	73505	81551	117571	139759	133948	114249	74244	101447	92401	49918	35293	83544	119853	69948	109244	56698	101197	116764	72832	95468	91450	107708	90443	28380	43806	94123	96528	80771	90995	90442	93888	102432	52824	44290	109082	88213	92848	123603	125916	91777	112036	91480	155347	40485	80443	85720	86363	77311	124290	95841	118636	97596	73572	108133	65914	138948	72437	53238	38217	102234	112273	66167	80197
100703	54990	110791	116240	53136	105918	153672	157319	86474	95293	156987	97231	91734	95014	96304	131559	104931	129084	88818	75973	129002	99709	136581	72709	121273	126313	109327	126986	126193	107862	68341	99604	76527	93031	114977	159255	118873	107653	81101	104132	152887	80032	131642	79714	51066	85181	85162	95099	89696	106948	81433	106259	68280	49991	143000	98212	116178.5	86654.5	75442	127910	81261	94378	109753	79524	102241	89755	72217	118876.5	123563	92972	125386	49984	98858	36959	134009	84621.5	49084.5	128197	81441	97521	53059	62992	91037	180594	123945	73673	92772.5	92102	108588	110901.5	78859	116937	139920	128415	163263	120064	95302	94867	87422	143567	95933	108623.5	95359	94762	80572	95341	66388	56351	70780	113018	110513	151355	117418	92118	71695	109049	117238.5	119768	109197.5	147539	137392.5	90223	141822.5	146790.5	75624.5	105100.5	104221	166149	93101	143921	105498.5	96911	137899	120618	123166.5	85002.5	96980	93844	98582	54720	114680.5	55778	134552	166099	143371	140208	134979	26237	99357	171088	116589	106532	104890	75423	110720.5	72247	78802	114792	128855	73417	147483	95861	85078	98841	67374	67351	103657	104988	77624	72957.5	89302	134335	69539	128137	119413	117255	95955	135135	82017.5	80394	67414	121347	108920	65012	110170	91214	148477	127773	117130	21984	113131	96319	74045	70027	118825	111900	57555	75397	78801.5	55728	116348	113884	96851	104090	71584	113485	114676	93925	119375	110252	99852	93481	123404	84159	140077	115122	75958	119297	82859	109534	76401	96029	109796	131716	109255	75324	109080	135535	133549	124083	138804	79519	160443	123133	166502	126345	158137	87124	136022	137817	121068	91175	49558	127472	126647	89487	86060	81144	76363	178278	105048	115673	101984	107150	132834	73989	82157	146092	103958	71615	125851	121912	80955	78393	68545	185190	91916	90572	93271	85072	69148	65475	120441	156135	109986	110801	102486	114330	125549	103745	98956	90770	73062	74375	96172	92554	83308	94934	128751	146515	145811	133389	84601	109224	106401	60068	39624	90554	138644	76621	120386	70913	112963	135048	77470	105921	100344	119664	106936	32930	46280	109489	104648	81422	97382	103471	98764	105395	63029	50513	107597	104768	109576	129215	134231	98545	126788	95666	169782	43644	94201	96366	97440	87366	134594	105773	135605	115905	78828	122917	76938	146022	75572	59455	43182	107907	126939	71690	87917
102837	58489	118454	139061	62620	118823	162554	168379	91051	117358	172458	104507	94036	98360	103057	153072	120733	143795	104693	79430	138452	117506	138519	77791	122804	147065	129297	134185	139729	112088	76126	111575	80664	112126	131333	178656	126278	127325	91606	111718	167124	90288	134454	91093	56819	97314	91811	100840	97303	123951	88822	110842	79601	52741	154312	105083	122224.5	96582	84942	130854	89518	98665	114633	84062	112231	91017	84217	126064.5	140065	103725	125440.5	56963	119171	39087	135940	89788.5	55615	130976	95769	107573	60189	66753	97409.5	208755	133419	92847	98272.5	106869.5	129849	120103.5	85931	132288	148089	146243	191653	140269	96677	94215	95490	156651	98454	116631.5	103942.5	97571	98246	105159.5	72850	60926	78639	123398	114963	163803	123528	96103	72499	118341	124069	129651	112400	151626	148960	95237	149044.5	157981.5	87828	111224	120380	198144	104270	146518	117933.5	104299	148624	139601	135478.5	95498.5	108463	95840	112290	59253	120819.5	60582	152566	164787	160952	174317	136649	30235	111058	186073	125467	113746	117359	79279	124908.5	71800	85466	133682	144591	80789.5	166371	109488	89747	104263	73121	80231	122938	117942	85576	82897	100899	139999	76657.5	136981	129958	116496	106995	154818	85627.5	86326	74298	123943	118179	71135	125800	100144	168077	142786	122589	22325	117416	95575.5	85455	79376	142573	119763	66277.5	80242	86748.5	62604	143111	131215	105518	115720	82887	127100	137321	102441	124985	124416	113895	100620	132684	96609	141089	118685	84522	133896	79699	114733	89595	107983	114181	145609	107482	94682	116645	138597	146518	139856	153918	88526	168716	135688	195387	137959	179680	100016	141697	163958	128337	99501	55791	146063	150610	100648	95523	100512	80744	186831	113543	130651	110248	113580	139078	84435	90976	158350	113324	83898	128706	127294	87686	86294	75379	183246	98463	98270	96556	91972	74390	69111	131693	165712	125549	132610	109771	124494	134286	117273	118928	100033	79237	81315	101179	97132	96652	104159	135067	148813	156471	150406	101345	116737	117982	71611	45766	102155	154849	84395	134269	83048	131370	156541	88766	113105	106146	135486	119328	36264	49265	127907	107668	93243	114557	118113	101647	107238	71164	54377	110666	115839	124208	133942	140443	104164	141878	100411	183848	47408	114882	111889	114675	92846	151287	118670	148541	130540	84893	135931	89277	151130	77964	68395	50213	116168	133511	79324	94690
103616	59555	122856	157307	69441	129277	168573	179004	88599	138492	179815	118194	95745	107444	109577	173473	134904	160944	126722	82371	147522	131680	137996	79113	127591	160163	142514	137827	147568	114424	79869	116492	84753	126294	144936	193618	130903	142445	104006	113164	174510	94589	136936	99632	59418	114048	100566	107633	104641	135810	90989	114061	88835	59581	159025	109107	131479.5	102200	91964	134995	96968	108169	115691	86985	116570.5	90943	92281	127533	147725	105003	132048	63881	116847	41253	138411	94312	64155	134412	101263	114818	64377	68149.5	104242	235910	143315	101984	107318	113328	141569	131514.5	98539	148273	151459	157196	218552	161607	98202	90533	96356	165556	99831	124978	106599.5	98896	106561.5	114842.5	78941	63640	82431	139395	114577	173760.5	119267	100289	73911	126302	126763.5	135798	122276	160879	157235	99987.5	153001.5	166437.5	93419	117062.5	136329	222569	117764	142661	130778.5	111553	150950	146311	144866	100886	121836	103558	117163	64127	130230.5	64465	161518	164474	167093	191477	133670	34366	124522	192542	124219	120272	138447	83158	134169.5	70719	72750	146648	161408	89409.5	176416	116945	96139.5	114924	78094	85684	139682	132984	91073	92688.5	104946	78549	84481.5	151518	137204	120008	101063	180252	93499	89546	80096	127594	134783	75588	130330	112511	177800	157191	125025	24230	110398	96228.5	93537	90223	148032	130387	73558.5	86426	90518	72005	163919	141506	107281	123375	92109	140930	154799	107202	135122	126887	126981	105911	141627	110348	139494	120451	98228	154394	82270	107643	101905	113230	111427	155826	103796	105323	113382	137538	151877	155053	162768	87589	166937	151016	218002	147334	207870	113092	151374	193597	132662	107596	61722	159638	162784	115186	108197	107342	80542	183885	117273	145337	128232	121201	138857	92260	95182	165052	125293	92956	127011	130021	93716	89079	84284	187754	103151	110680	92785	99069	78878	71714	141912	173135	135256	135153	116803	130011	135591	127344	136323	100118	82798	85227	104491	96767	112658	103951	145321	146189	159116	158831	110576	117492	123428	82703	50646	109956	164267	91406	141801	97226	141757	173875	91180	122305	113068	144147	132480	37576	51954	144372	109370	96840	120870	130907	104807	104687	81805	59195	107298	126205	135688	145433	148964	107712	142932	101290	190910	50361	124097	127484	125854	104917	160851	122605	159647	141990	86293	142916	91248	151703	90017	78096	52515	120411	137296	86413	104398
106265	62858	135821	173653	77460	132335	170380	183327	87824	151336	186990	123842	102841	111139	115065	184252	140841	176134	137236	89767	156568	148206	136653	79639	130248	171020	155817	149351	153068	121705	79385	127762	91855	150782	157043	209094	137632	168398	130769	120463	180452	110656	137945	110210	65206	135981	112169	108994	118071	141231	98414	121235	106679	67731	165251	112546	141415.5	110302.5	103793	140465	104482	111569	121786	92365	119422	102372	104913	131597	166286	110495	135753	74433	126620	56654	142701	97069.5	73648	136705	111978	125537	68896	70524.5	114488	258519	146356	113774	118792	122423	152932	143088.5	110643	166013	156103	172543	237172	175005	103433	91329	95187	175552	102141	131439	112273.5	111781	112057	126401.5	91181	70991	92196	143334	115412	190063	126152	118886	77267	130800	133277	149115	134471	161456	167465	106734	163225	167994	102801	123792	158388	260602	135245	146552	144160.5	121326	155111	157212.5	149630.5	109135.5	138312	115002	127679	71468	141600	68208	180596	167771	164523	204064	140830	38247	137013	199969	125716	127059	163054	86177	144776	72831	71505	166120	175000	103049	188085	128653	108890	122386	84428	96369	150398	150620	101264	103696	112349	146002	90197	167907	148199	132630	109568	190725	107850.5	103574	85509	127158	139322	77684	137409	124223	187845	171571	128916	31161	110344	92189	103055	99918	157692	144157	81868.5	90129	97644.5	78576	190404	157069	118953	133292	99673	156260	173587	113856	137503	135357	135783	111177	150061	118346	149500	120517	105138	167868	82248	113836	119220	120751	120100	167462	102338	112432	112934	144249	167130	172712	163261	92034	167162	171080	249965	159450	222143	129338	154007	203896	141186	112460	66118	178914	176477	126429	118446	118431	82485	181846	127779	162489	134360	127758	140198	100527	102353	173989	148074	107269	132034	134973	100494	95484	88993	188513	112793	126363	97302	103928	90626	79537	153955	176904	143574	149150	121854	135700	141203	137876	152401	101811	94266	89335	109920	102015	124500	109820	152050	151431	160410	164091	123999	124218	135264	90324	55649	124485	167849	103614	160338	110553	156055	196832	102932	129368	114689	149838	155094	39622	56093	165900	107186	105486	122780	145203	105147	103797	91120	63461	121862	146370	150537	144213	155630	108975	149685	106105	202122	56539	135743	147134	146411	115820	181849	125983	177761	163510	91586	167887	103157	151303	93407	90679	54544	129738	140906	92769	117246
104779	64528	145899	179984	81242	138159	178235	172541	86277	162546	189393	126100	102525	113216	123991	194898	151245	185979	148572	90604	155534	158837	133349	78859	128607	175579	169104	146958	159070	124208	80319	140123	88506	169077	170260	214704	132568	173909	148476	121683	187395	124064	135257	116518	64815	151996	123884	111941	126826	150106	101888	124474	129432	71486	162860	122653	146048	117119.5	111267	134955	112295	109134	114076	97946	120749	95720	112115	141013.5	179971	114907	138143	76193	129988	57900	134934	101691.5	79792.5	128835	115326	133959	77422	74655	128676	278017	152453	117709	129243	130077.5	157124	149302.5	112968	176852	160866	179506	248944	186789	101208	93363	96753	178336	101999	134598	119695.5	109785	119660	134663	98500	69855	104662	154577	114875	191682.5	130792	116752	79992	133906	133476	156583	136634	166960	173656.5	105670.5	169305	171781	107113	127088.5	166777	278976	146666	140851	148554	131962	154929	161270.5	153325.5	113110.5	144551	120153	133713	70295	142405.5	71082	190624	172241	171615	210163	136447	39601	142258.5	203856	126942	128573.5	178281	86056	151416.5	72822	70529	183143	185695	107885	203714	136209	110540.5	130925	86577	105705	157596	165756	106928	110706.5	117317	153711	92828	173378	154414	127529	105387	201598	116896	114206	88572	124516	151103	78399	149207	133851	194334	188122	130934	34647	103717	88437	107810	99539	156149	158312	87037	95254	105322.5	78357	200393	164325	124438	133596	103102	161979	175011	117149	142300	143711	141526	115587	155110	132771	136850	123195	111345	183269	86688	108885	130403	127236	106597	174276	103123	117500	115340	138927	176679	178777	167472	90732	165634	182812	270061	164831	250829	144922	163211	211617	137937	110074	63112	188404	193693	133656	130120	132673	82974	188656	125951	177891	138997	128085	147333	103955	104766	176353	157127	116960	126596	123629	101217	93764	95099	196216	110985	139348	95197	106279	87983	82522	160420	177671	154631	159510	121183	135449	143380	148295	164359	97494	103322	89428	110482	102781	133060	120794	150789	149899	163268	164901	132196	117592	143116	93931	57206	131277	170771	115296	160783	122400	161733	209905	101518	129995	119431	149131	193127	42606	57522	170818	105212	108909	137642	153823	100284	97648	103884	64983	112072	154015	162500	144405	152700	108058	156942	102409	204197	58363	143817	157923	161759	123888	187006	127816	171372	183205	93314	184618	110899	152684	93730	99501	56466	145177	138839	91916	123022
101706	63474	154688	190173	90073	147097	175033	171716	86749	170406	195792	128796	99018	116290	128670	197601	153801	185641	156650	94506	161535	169495	135052	80044	124753	177410	180805	149834	162102	126642	80966	144306	90069	191555	199100	223336	127168	181918	154194	120428	190073	140492	129144	120669	67898	182222	136711	115495	132051	150822	100227	127450	147820	78607	160066	131212	148886.5	121260.5	119656	131614	112147	106593	108440	95346	124281.5	96181	119319	148810.5	185310	118193	133698.5	82094	135514	61781	143984	107685.5	86378.5	122891	115568	139130	82165	79911.5	139885	301993	153484	128807	137763	140689.5	171691	150333.5	122958	176255	163998	187197	254540	183570	101230	92896	97853	181718	102446	136588.5	124235	103751	123152.5	143126.5	103026	69866	115057	162954	117659	194369.5	129211	125497	82745	133443	132760	159961	138616	178256	181195.5	107165.5	176108	178054	111484.5	130658	177022	314800	157881	142213	152924.5	142158	162001	164877	163594.5	113271	143508	119615	133685	73414	146254.5	74380	200626	180087	171766	217138	133884	46293	144535	208534	125500	131077	194322	84841	156613	69822	69095	197133	187487	112127	205972	145651	115277.5	140445	85614	110519	154022	189347	111701	121139	122894	160070	100667	184641	151214	124442	100692	206240	130571	126003	94736	128354	153916	80331	163458	141557	188194	203183	136863	39578	103106	82379	110193	106681	162536	160501	91673.5	98409	108121	85822	226521	171523	126400	132521	104199	166137	182669	121937	137151	151543	148350	119025	163540	141175	153856	126848	111665	191890	86957	107795	144541	135244	103777	181451	104025	125871	118230	134855	184789	179403	170775	88591	164966	187678	291564	171229	261938	154334	165405	213584	143650	107445	60928	199029	197604	138475	147240	144330	83608	195622	124660	198768	146949	128965	145554	108072	119233	178371	170268	122206	123704	118915	99395	96715	103588	214121	113120	150547	93097	107077	88258	83869	167234	186745	169541	167554	121894	141380	147918	156523	176032	89967	113362	90754	115251	102194	136500	129740	154765	146982	165795	171533	140191	121587	153473	101467	61940	142838	170754	123350	162544	142446	171725	222116	104211	120962	115377	157768	215764	47193	60294	185199	105513	109947	136523	163777	102454	99603	117964	64745	113783	162446	177609	146824	148962	106512	158222	105988	203391	58545	156935	172770	173940	129846	196802	132966	159531	198288	98839	186345	117489	155008	95788	103444	53793	152469	138392	96466	132080
106671	64613	159911	202960	102774	160386	185903	174737	91653	193816	208674	132193	103362	123596	132765	189058	155860	194691	189424	95448	172086	181221	142971	84375	136398	183689	190336	167958	160473	126720	83213	149349	101724	218488	230011	222708	137924	186223	169972	131511	190786	147059	135842	121075	71034	206844	153667	121654	136397	153125	107174	135692	165653	82303	164692	135808	160883.5	126167.5	125367	144170	109543	113429	127364	103059	131398	102866	122356	155951.5	194693	121117	136389.5	83354	140753	61517	161390	118300	93926.5	132820	122340	143423	91485	85975	153554.5	309389	160426	137633	148824.5	141017.5	177679	160569	122378	176637	178295	195445	281959	158781	110848	97794	102151	196436	109091	138917	125119	110313	131121.5	147570.5	104118	76212	120760	162598	121852	199004	143521	130490	86753	142038	141462.5	162641	157621.5	190985	189241.5	111012	187802	181000	121318.5	140226.5	180989	348018	175631	157402	156171	149575	165027	170444.5	169601	114763.5	150683	127138	136351	79359	147512.5	78288	205098	193955	171792	217899	160141	48295	150074	219562	135082	137857	226556	85926	159521.5	73422	70848	217378	193579	117245	202925	154876	119511.5	143112	88776	120642	161028	210567	111127	135166.5	129868	172587	110414.5	194952	159041	132151	104649	200389	143249.5	133063	108091	144855	153637	81813	172462	147800	195491	218055	145684	47368	109017	80842.5	111904	114748	166678	157135	101867	101459	112109.5	86291	245770	178303	128737	140531	107061	172251	189117	126418	137313	156304	148021	121314	168956	155754	183985	134274	116403	196561	96182	120500	163942	147923	112150	183754	113831	136940	121479	133238	188323	179252	175610	91399	171564	190321	311123	172711	265697	159246	167134	217175	164143	110550	66820	203769	203541	141682	171321	162812	84230	209260	128280	199212	147480	131235	147709	114840	126822	187548	178297	133183	137480	132945	108016	103674	110309	227009	119670	157779	101097	110742	93723	90456	173232	203082	178246	171074	127150	146308	150385	164176	186641	101480	124972	91634	118589	103585	140976	134854	167610	150638	158710	173900	149925	139324	167724	106516	65975	151094	172858	129083	164275	165282	176267	230812	113791	135294	117956	152554	234554	52126	64904	191014	110294	113978	139773	170734	109747	101303	137201	75634	132502	166853	181432	157582	168872	109642	162840	116050	211653	62736	172026	195819	184002	133657	198733	135342	157578	218249	98862	188728	118634	159021	100407	113436	59565	172065	147140	101774	135012
115525	64115	164078	200672	106649	167653	191158	186702	93846	205378	220944	136536	105623	130549	133984	195142	156819	213145	208848	98204	182597	193593	145238	88363	141039	185875	192999	168316	158959	125620	79978	153942	108261	240537	236109	226048	133604	188995	183213	131880	197790	151725	140167	120164	71808	212020	165566	117791	145477	158263	104655	143084	163138	82331	173291	139703	169181	131826.5	124474	152682	107460	116640	120324	104869	137000	96424	127659	163691	199439	127746	144961	86456	146178	65302	165895	119734	99619	142441	126488	150896	102548	86671	151831.5	312944	169604	148631	150699.5	146963	179488	159440	125693	178834	191085	204589	299129	142911	115334	104634	105080	205272	116928	148536.5	124592.5	117127	137249.5	147667	103844	70745	122809	164829	122195	201868	141295	126774	86319	147002	147967.5	158610	164033.5	209213	201660	109832.5	193780.5	187281.5	120100.5	144639.5	183126	370014	178268	159615	161752	149535	184886	170801.5	170553.5	111723	147950	122896	135575	76483	152356	77306	201740	204052	178186	210459	168497	50225	148074	244222	133977	144813.5	248890	83173	169683	69963	68482	228745	189025	118323.5	199481	154824	114812	147175	86259	122081	163914	220846	112613	142288.5	137028	188958	115733	204693	165577	140582	96662	202303	151807.5	135000	116982	151692	153571	77471	180748	153209	210627	222788	155908	45595	109601	82641.5	113306	119754	162677	167094	105970.5	101334	110075	93294	249454	184654	130482	145358	107182	172145	191857	128814	141437	165976	146528	124639	176143	158921	194590	152029	110301	198052	99559	122204	177096	149722	122056	192910	118787	143926	125432	138473	192188	178457	172169	91224	179917	187191	322439	180979	261365	168749	170007	225360	162023	107940	61696	202026	210472	139036	174393	167417	81785	231838	132916	213937	153583	140080	146358	113438	125000	199552	182552	130342	144776	135310	110204	105348	113780	239315	124565	157024	106987	109516	104378	88066	173586	218148	183508	177860	128321	153542	152012	162806	193510	104621	127201	90766	122371	94823	145436	141670	180885	150707	155480	170034	158914	155301	185562	107070	67623	151097	173791	133007	165761	189742	180992	232873	111370	145083	122466	156915	246203	52317	65766	200577	112322	107776	140031	175562	116031	106139	141225	80447	131668	171483	186402	171785	172660	109499	169359	117500	223500	61903	183779	206916	191158	139081	194519	138321	145258	226655	101325	200555	120888	170944	98641	119442	58302	178872	148489	105263	134855
133074	66875	175374	204223	110747	172431	212320	196733	107248	224204	235683	157057	115252	131458	138371	204410	162806	233872	228666	110156	201799	199793	164941	95689	147219	191551	199197	192738	161923	130949	83916	180927	114553	264381	237068	226473	151186	192458	193624	148166	205691	157771	145626	127481	79580	224717	184112	128035	158818	163236	102308	153241	173693	85631	183221	145843	182678	139108.5	132340	161473	106013	130763	148260	109334	152758	108818	131541	172833	203045	139578	161277.5	87822	158356	68821	187510	127862	103246.5	147994	144321	159735	113505	91369	160964.5	314405	181348	160111	159870.5	150108	182100	173308	133513	180296	200691	218339	321022	143581	129355	112802	113618	207537	134057	154700	132431	129751	152898	155584	107710	84740	123929	171011	134777	221970.5	167219	133625	96583	159442	156429	165749	174858	247328	218813.5	115651	208220.5	202054	128923	154289.5	192055	370690	186405	175163	162265	154545	197124	180144.5	180950.5	117565	150737	133085	134973	84001	158150	87275	215678	225447	187465	214364	183822	53855	159226.5	255915	147907	154793	270742	89445	173860	74290	73797	236689	196652	121336	201097	165461	119874	148604	97730	127457	164315	231353	121787	147975.5	143918	204616	125019.5	233006	173374	159185	118508	214575	153387	138159	118665	161503	157229	84011	187569	159441	224686	221963	177779	48325	120116	87109	116526	130027	170604	183556	114518.5	102740	116454.5	99051	255902	198119	140305	161756	112226	171995	201298	129861	155521	175787	154653	125857	172112	165697	211428	178013	121197	205371	109209	134946	191963	152616	123014	203244	132056	146469	143467	152762	198437	182685	178577	94896	194874	200350	327439	192539	276110	179429	181456	239730	191439	124540	70020	202107	223754	145526	189226	174525	89570	251951	136530	215162	166739	151392	162917	118040	141697	214459	185968	134027	156551	163809	118671	107795	118314	271825	127302	163702	111620	114167	106217	98070	179100	217205	188917	180005	133572	171524	157827	168688	201671	111982	131775	92237	132797	108133	150698	149025	195458	163056	148327	182499	163437	169352	203360	114478	71772	153548	178292	142077	163616	207516	183843	236152	121858	159334	129834	168086	260589	57124	71219	199763	116212	116952	147815	177317	123808	121970	148682	83751	159576	169425	191246	191579	192791	119813	176256	137175	239710	68396	193465	213988	195340	143018	194489	142101	180590	230034	111246	208541	125398	181602	110751	126750	62316	181664	160108	114854	143683
