v	v.1	v.2	v.3	v.4	v.5	v.6	v.7	v.8	v.9	v.10	v.11	v.12	v.13	v.14	v.15	v.16	v.17	v.18	v.19	v.20	v.21	v.22	v.23	v.24	v.25	v.26	v.27	v.28	v.29	v.30	v.31	v.32	v.33	v.34	v.35	v.36	v.37	v.38	v.39	v.40	v.41	v.42	v.43	v.44	v.45	v.46	v.47	v.48	v.49	v.50	v.51	v.52	v.53	v.54	v.55	v.56	v.57	v.58	v.59	v.60	v.61	v.62	v.63	v.64	v.65	v.66	v.67	v.68	v.69	v.70	v.71	v.72	v.73	v.74	v.75	v.76	v.77	v.78	v.79	v.80	v.81	v.82	v.83	v.84	v.85	v.86	v.87	v.88	v.89	v.90	v.91	v.92	v.93	v.94	v.95	v.96	v.97	v.98	v.99	v.100	v.101	v.102	v.103	v.104	v.105	v.106	v.107	v.108	v.109	v.110	v.111	v.112	v.113	v.114	v.115	v.116	v.117	v.118	v.119	v.120	v.121	v.122	v.123	v.124	v.125	v.126	v.127	v.128	v.129	v.130	v.131	v.132	v.133	v.134	v.135	v.136	v.137	v.138	v.139	v.140	v.141	v.142	v.143	v.144	v.145	v.146	v.147	v.148	v.149	v.150	v.151	v.152	v.153	v.154	v.155	v.156	v.157	v.158	v.159	v.160	v.161	v.162	v.163	v.164	v.165	v.166	v.167	v.168	v.169	v.170	v.171	v.172	v.173	v.174	v.175	v.176	v.177	v.178	v.179	v.180	v.181	v.182	v.183	v.184	v.185	v.186	v.187	v.188	v.189	v.190	v.191	v.192	v.193	v.194	v.195	v.196	v.197	v.198	v.199	v.200	v.201	v.202	v.203	v.204	v.205	v.206	v.207	v.208	v.209	v.210	v.211	v.212	v.213	v.214	v.215	v.216	v.217	v.218	v.219	v.220	v.221	v.222	v.223	v.224	v.225	v.226	v.227	v.228	v.229	v.230	v.231	v.232	v.233	v.234	v.235	v.236	v.237	v.238	v.239	v.240	v.241	v.242	v.243	v.244	v.245	v.246	v.247	v.248	v.249	v.250	v.251	v.252	v.253	v.254	v.255	v.256	v.257	v.258	v.259	v.260	v.261	v.262	v.263	v.264	v.265	v.266	v.267	v.268	v.269	v.270	v.271	v.272	v.273	v.274	v.275	v.276	v.277	v.278	v.279	v.280	v.281	v.282	v.283	v.284	v.285	v.286	v.287	v.288	v.289	v.290	v.291	v.292	v.293	v.294	v.295	v.296	v.297	v.298	v.299	v.300	v.301	v.302	v.303	v.304	v.305	v.306	v.307	v.308	v.309	v.310	v.311	v.312	v.313	v.314	v.315	v.316	v.317	v.318	v.319	v.320	v.321	v.322	v.323	v.324	v.325	v.326	v.327	v.328	v.329	v.330	v.331	v.332	v.333	v.334	v.335	v.336	v.337	v.338	v.339	v.340	v.341	v.342	v.343	v.344	v.345	v.346	v.347	v.348
121837	94297	87990	106409	60694	117727	135805	191459	140302	89822	144474	98237	128335	72047	110432	117497	75109	103355	83121	147957	132624	88544	176212	78302	112108	106532	84458	176876	140874	119000	121405	117733	90559	81046	94935	149098	104310	74336	58727	119878	103104	70934	132072	105958	71427	73068	70754	110382	93347	106893	141747	126971	52838	78071	161685	99614	115717	85237	60536	142174	72688	38842	132377	68203	110260	135595	54075	153819	99969	83274	123655	49449	75360	100008	174515	65348.5	50685	153695	116002	98999	58950	52079	92064	138516	108689	88357	92949.5	79082.5	97341	124201.5	88135	95559	146640	111468	118795	88841	104820	116062	121034	159142	145299	90434.5	100355	113799	144612	121791	62544	56621	54912	128399	142081	129690	139584	21187	110606	135633	134940.5	123216	132876.5	169238	161809	104469	211808.5	193216	47124	116299.5	107427	117325	94475	149765	130476	84228	206318	101222	118254	93323.5	94893	115874	93801	80579	124578.5	67956	75126	149842	151389	102745	146477	59554	114162	138248	173524	103548.5	75406	137843	105913.5	60206	45153	88242	125260	75286	91711	119161	102108.5	77276	63848	58257	101964	82348	76508	66432.5	80733	155740	76848	113881	147431	143406	108052	136255	70736	72231	85454	163333	111819	86989	73598	85473	123986	118275	125307	85742	154164	97860	63714	68230	119551	123108	58428	79473	91476	70930	109787	105572	78808	110044	103212	127923	120389	106098	127747	107201	102244	105456	121221	81815	165068	110566	134207	89161	117786	135378	72927	93345	103438	125696	154535	64357	124093	153946	141832	100235	107848	132871	161299	100375	139366	115078	115823	82252	117391	116309	184668	127795	52827	92842	114592	88837	75897	76685	81108	190360	142417	105696	145611	92003	120327	33617	97967	116469	90634	76875	142059	148468	114884	95082	58713	225884	137703	75223	109539	107550	102808	75440	103363	184920	123739	80220	126761	108988	133753	68818	85147	131282	79438	119326	123266	98107	99138	98095	153873	175861	103983	147648	104614	123279	109379	60909	60679	80717	94869	64041	119275	54495	74137	95495	122186	124502	119681	160721	90357	63059	80487	100519	140038	113845	110431	114789	110412	115747	63545	74571	158693	92960	103648	164112	154036	109301	120750	99857	122352	32765	89591	77037	100594	90887	126165	132752	114671	89112	166892	119645	76570	172603	119562	69832	58228	114548	106219	96435	149997
130759	105727	110742	123363	75383	146660	174664	227072	155772	111432	170186	119144	140623	85591	122956	151887	85909	125278	104097	186792	159820	111326	198656	94894	126959	123841	107605	204671	153856	126995	135742	135672	103323	94366	110815	178882	120582	87677	71116	131328	115491	86818	158752	127837	88939	86015	82371	125694	111739	139009	168848	146439	64112	87437	190426	103524	125433.5	100188	67942	168434	87619	47815	153311	77780	123418	165219	62203	172236.5	125312	99346	140760	58399	97192	121772	208698	76903	59148.5	195235	136515	116508	68088	65371.5	110963.5	161512	120069	109053	107646	90769.5	109891	150068	107351	118086	164522	137830	134677	101176	117035	131200	134330	197896	163035	109374.5	110132.5	136636	176175	143465	70394	67589	69490	147989	163014	156770	170898	24143	131088	155810	149818	147581	156437	207386	187034	117343.5	241708.5	232010.5	58248	140861.5	125986	137476	114662	177708	146424	102294	257974	120803.5	141680.5	113854	112173	142161	116536	92173	145211	81106	89674	179637	190938	137327	165826	72715	127453.5	169383	203251	126071.5	88148	155201	127704	69240	52504	108502	153929	86619.5	113095	146784	119373.5	89829	71263	68016	124796	100629	92081	76611	100648	187708	88595	134785	175371	169897	130363	154527	88292.5	83774	103086	191396	124073	100438	90052	103835	138819	142500	147778	103670	178387	114249.5	75672	77434	135810	136622	71166	90853	107338	83235	134570	127514	91445	130828	135740	157022	149362	119377	148771	132369	123987	120233	141602	93370	194712	124885	160969	102871	135028	163637	89508	111099	112095	151324	177677	74842	141406	175227	161605	120838	129640	155551	187445	117208	167521	146337	135758	98160	159411	133949	212843	146975	58580	113349	133201	99265	85293	84739	81959	224613	161477	132573	174578	104208	142742	33868	113166	140575	108726	87260	171751	169941	125791	103181	74430	269680	160174	91627	124949	120572	119906	92153	124543	219200	153884	90621	150856	132799	164209	83422	103913	150925	92379	134969	143932	109618	119921	116314	172126	197228	133056	180420	131959	140106	125446	69687	72770	93200	110807	73839	147478	62382	90120	108964	146810	138340	144675	185045	109370	73281	96461	115586	164170	131583	132557	139737	135177	132827	66938	82508	204432	115401	116849	183419	189242	124834	140350	124200	156106	36723	113298	85245	119425	108181	144767	155738	129506	111668	180766	139358	85922	195368	135807	87438	63132	131491	116350	114859	173789
140062	110089	136531	144559	86307	167639	210068	276492	169203	132113	200412	144178	159931	101396	139313	184930	105914	147912	129846	209637	190633	131786	230480	115177	147604	145610	124514	238950	184322	150675	154601	164129	125977	121492	135355	215904	142247	105139	77403	147981	146904	98841	188729	155121	104225	97972	93496	150325	135685	165634	190097	173348	79182	108203	223932	109289	152142	118454	82622	199306	111018	52244	178019	89735	143702	191482	74264	196389	146190	115878	166360	70153	113982	131486	250032	87870.5	64524	217588	162145	138648	87526	74381	134136	200100	135528	121212	124814	112333	126218	170500.5	119222	134228	192896	165604	154257	125414	133996	157636	153517	230132	195709	128396.5	123746	163981	216856	165757.5	83063	84194	84860	180209	184720	169402.5	193406	29282	143574	204573	171173	179659	181041.5	241178	223186.5	133313	294690.5	277442.5	69592	172549	163471	163108	134384	213184	175307.5	113421	326635	141292	165546.5	133771.5	139896	164098	133206	104968	168619.5	92530	106331	210160	231583	148982	202996	85780	149743.5	198009	233077	148876.5	111685	171058	148325	81697	64236	127799	184484	101615.5	135555	169278	140719	110278	79829	84946	144249	108002	106930	92588	116208	224879	114052.5	160049	211801	147690	159114	183772	102589	97782	119545	216857	152913	120138	106971	126662	167003	173029	174374	118666	180332	135330.5	90303	89222	158893	162505	83420.5	109640	128765	97318	165346	151492	111262	153707	161256	190504	178729	141361	169040	157606	154753	139582	173830	111699	228731	146781	175813	124400	160204	193174	108051	129205	133483	185003	212357	100526	161950	190164	191425	143898	140545	177260	218212	130062	200817	173795	155638	114145	178199	176943	228268	171827	59550	132009	169435	120811	97732	95952	95266	266491	188160	155431	205979	114535	167090	36166	134237	171478	126966	102107	213005	197468	142733	114525	82354	327034	191429	97896	150288	136210	132565	102947	150412	265168	175413	107354	176887	149217	185651	98341	125423	169449	105915	152954	159719	124415	137721	131812	205737	232101	159165	202518	153799	159671	151897	85594	83516	109977	135924	81689	182449	73666	105879	129015	169323	154910	175571	225620	129648	87611	117299	139804	206122	147926	157019	162718	158081	148991	78946	94240	247844	135428	149097	210626	226390	141764	162458	141828	186264	44903	134805	101502	135747	128124	164100	191662	149718	128724	224241	169610	105772	235049	171976	104900	69388	153128	132438	131780	195579
169434	130144	157664	169192	98283	192584	255481	321229	217140	166359	232606	161462	180552	122776	167367	208326	131640	179481	149310	248123	221378	155139	267210	130124	174087	174807	139543	276591	216649	182915	191429	205296	139627	141607	153792	255745	162879	134889	92399	164186	191232	116850	217131	173786	118488	111128	113816	181402	160889	192494	224096	187087	93661	128184	261429	117306	176920	135731.5	96945	220232	132428	67089	210852	112781	160211	208197	86106	241674.5	167087	130581	188839	79854	130751	157371	308900	96437.5	72566.5	261408	181857	169974	101465	85373.5	158653.5	251227	156805	140855	148425.5	130764	145777	199843	134089	154893	241776	196435	167755	148180	155452	183082	175428	278063	227085	142853.5	143698.5	179313	252354.5	192186.5	95852	96020	97635	218390	217122	198914.5	220782	37838	168769	231996	196429	206652	205012	279083	259898.5	158630.5	354984	324555.5	78036.5	205299.5	204443	188587	159348	252225	207832	134556	384744	172430.5	189003	151778.5	151777	184598	150252	126015	205905.5	109023	126112	257086	248392	186801	245316	93101	171925.5	241893	273166	172141	137868	203712	174540	92764	76633	150646	227091	119664.5	163340	209384	159643	125146	94461	101837	164341	132503	123541	106967	132737	252486	133904	198858	256476	158540	185248	213008	120041	115746	136986	258011	194121	138444	139320	146515	203648	212235	211950	133816	215099	153854.5	106649	88827	202324	196526	97043	128093	146765	119149	206671	176876	126929	174672	177445	210862	206886	169299	200320	178348	175840	163018	195713	128662	266548	169974	199950	156400	183899	212038	127513	158495	137894	221420	265907	127369	198747	210774	223518	168953	166484	203574	264688	148690	242450	203934	170350	135259	197484	195983	247277	202637	69752	162441	210113	157270	112802	114249	113921	331216	218685	195323	241323	132044	196831	47173	157906	204467	149351	123476	240564	230911	159428	134205	95309	378805	220056	112570	179294	151203	150221	113377	162125	321821	209978	126437	200447	162764	197103	118605	143334	182226	125660	181760	170566	138353	155781	151901	250823	270308	174031	223782	178311	194626	176053	100469	93879	137660	169709	93468	214288	89430	133391	155778	186954	172225	209181	268663	159842	105468	126506	173205	239919	171984	192148	193228	190709	168367	94822	104777	287459	162326	177576	252743	248148	170633	199648	160324	220606	45665	150986	122700	167831	159550	199519	230386	161420	146275	247745	192663	94461	281604	212699	123898	84562	189419	153313	147568	226737
191580	148258	172920	199820	114586	237376	292056	373825	249607	183524	270897	206296	209622	144005	174921	241820	148445	208180	167419	292047	258409	185660	302691	144599	205649	205569	160181	328558	257411	230105	228227	244774	157518	164163	190502	296818	195662	152154	112758	195016	223169	129373	254532	206710	130029	134660	133813	212699	177303	224588	264138	228306	105235	148044	324890	142515	202536	163865	117841	259469	146083	76247	251703	127727	186441	251032	97238	287180.5	191657	155466	216522.5	90776	148499	188431	352542	110222.5	84502.5	301895	218295	197894	110725	96067.5	186945.5	279596	186546	156225	172715	149618.5	172483	238630.5	164259	187245	272444	230220	208381	173501	180650	211603	209332	324907	262827	161283.5	175038.5	198185	291953	226619.5	107793	104665	104677	253188	261196	226088	267669	42044	187240	268798	223456.5	235006	247930.5	329707	306595	184793	417137.5	380573.5	92255.5	232802.5	234893	221573	181446	297014	243483	151271	441905	200745.5	218570.5	178355.5	188271	210557	160966	143522	236868	128033	140469	287392	266317	212341	287217	110157	199325.5	287184	337610	199962	161605	245616	206094.5	106442	81339	171625	261866	138522	179913	233035	179204.5	143775	106565	110724	187227	148790	138477	128715.5	153779	304425	152959	235652	288566	208336	216101	265413	142736	137537	160405	290079	225767	166522	155189	164550	249341	255640	244996	158757	252929	182386	123752	106274	222077	227313	110013	149687	170150	138231	238694	205785	152775	206307	200880	243725	231962	199827	235817	209685	202300	204013	227591	148067	314557	204610	247070	191311	214344	243661	145629	178367	165186	241997	294046	145587	240515	264816	262764	200444	190630	237399	304100	170725	278538	225918	213964	159732	227263	226309	277355	236352	82757	197571	254328	193911	136478	138829	139100	408253	268351	223266	287165	155619	238892	57898	189165	234171	187286	146481	268623	266845	200569	167373	110241	456993	266178	132594	207648	181861	184019	128620	188413	357674	248331	154929	230734	190922	241170	139315	167768	206988	151068	215043	189686	152436	196314	178601	291404	308346	173907	263271	203025	232146	214753	118321	110958	173691	192510	115263	248590	99405	151221	184344	222958	202767	234497	312759	188637	123067	135931	196953	269020	205639	228267	222407	212407	196227	118699	128662	327758	186763	214624	304807	289810	206760	234059	181187	259515	53077	180787	136347	203197	181347	232635	272391	183143	169018	304331	229440	94478	346501	242121	143572	103684	229264	196091	167137	290266
210095	175932	209979	245957	137918	294058	334421	446062	273202	227870	310472	247170	231208	163392	197623	289625	164000	254307	201006	343985	290733	223128	345282	151371	233884	237731	195194	392108	308652	263984	242352	297580	173736	191413	219512	344182	231344	174168	138387	218409	263662	158303	290365	240745	154387	161598	159395	250334	202115	272956	306355	271397	122671	161383	392078	162126	236285	196838	137827	327666	171002	83253	233996	152533	221305	310204	119593	333492.5	225603	187143	260787	108692	178189	216925	403322	132547	103596	355690	277052	234289	134683	115301	218431.5	330609	219001	187506	203531.5	179789	216600	290196.5	198867	222260	305433	271905	257116	190925	201305	246079	247504	384528	314628	182632	205054	231091	338145	268315.5	130678	114737	123086	291637	311771	271969.5	285050	48912	199829	314770	257818.5	269275	291177.5	400553	361454	209015.5	486655.5	435525.5	110748	269542.5	274941	276724	225580	341112	262384	187460	520507	235417	264723.5	204316.5	210298	263526	196151	173743	277982	148349	166035	336414	330596	262526	319419	140484	235461.5	341564	391874	235917	181855	286391	236910.5	118653	97455	204206	300738	145871	210318	274909	214927.5	160387	113216	126934	221590	177384	172532	149371	193358	350589	182219.5	279662	325427	243700	233847	306908	178789.5	174535	178553	325648	252986	187329	176257	200540	293461	305411	281603	191787	307004	221634	139143	127939	246806	252585	124601.5	166577	194434	165651	288463	248929	186721	234708	247340	286603	280740	228356	274132	261789	249895	240094	265431	168012	362044	236178	289779	218863	248222	283417	184187	215469	204049	287267	326266	161143	274426	308578	316484	224217	225497	263130	359494	209051	335765	286469	265442	184714	275749	274635	307458	283020	90501	248839	273557	208001	164952	174123	150126	477711	315793	269012	342430	176763	281771	62610	234721	275259	215338	172679	320428	302482	228384	200954	132085	524614	308009	150024	235678	215114	213551	154589	235303	432936	309721	185277	265193	232869	280732	170438	202666	247089	191436	257604	210049	168545	233569	220196	323028	356245	218369	331389	248352	285651	259554	140144	128794	196321	229148	144317	299276	115218	171330	224633	258670	242820	287985	371883	228709	140710	158714	239377	333075	238647	282018	263172	249694	235754	138347	153911	394274	215725	258493	366268	344557	252962	284965	208538	313333	66906	225917	168196	236946	198097	271529	319566	221214	189946	339611	270504	142490	388054	272403	168811	114732	262982	241620	186839	351184
226622	205451	239953	268805	157261	334172	390024	501071	305613	258678	355156	274798	249562	195037	236433	329910	203935	285422	243249	385200	327750	257996	386200	178556	253711	265246	219195	442495	347366	303970	272852	331153	195185	225216	239362	375042	264888	194513	157993	240520	303872	179703	338621	272854	181341	177455	179663	274645	223404	312119	352756	303109	144932	179476	449500	177348	258015	219841.5	144966	366967	197029	88643	267968	164358	240314.5	332811	133355	381904.5	258809	222691	304301.5	134707	206422	254457	447279	146019.5	113399	399200	312367	265763	164244	126038.5	251286.5	375752	247756	221456	223829.5	206153	243180	334550.5	231024	252395	366301	311170	273598	210631	220688	266741	271485	449262	349240	197260	223010.5	254944	383261.5	291310.5	148295	125689	143139	316719	345014	295665.5	333191	61509	225726	359610	288793.5	317724	298894	449171	396295.5	231558	553449.5	485554.5	126561.5	303267	307052	298452	254356	395044	287439.5	205162	600663	269159.5	295669.5	225146	235094	312211	221379	192870	319378.5	172447	186551	379635	346650	296002	366196	160437	270513.5	372548	419776	271371	206185	312956	270150.5	131048	105576	231567	354816	159580.5	215528	329799	243747	184591	128119	148691	248606	201372	194712	170119	218287	404926	206889.5	327351	359938	262382	273453	328471	194378	190292	205647	360014	293874	211362	197500	229576	328433	335228	313279	207083	330221	217668	161944	141073	269692	282437	143386	200626	215070.5	197258	320287	286088	205801	257347	272726	330572	334164	246538	315943	292175	277453	258017	294925	203973	406327	274606	326943	241302	268263	308945	202466	232027	243888	322909	341461	189414	297497	321845	349960	259750	245435	288731	400170	246307	381248	311396	296846	208859	299909	321602	320393	326516	98396	275149	305495	233023	187347	189394	173484	530201	347939	308292	386315	200863	285271	73898	266280	308562	231206	187231	374800	340030	256289	220711	156734	629036	331736	151204	266895	248262	241303	181258	269776	479097	349473	202847	315571	257217	319898	188902	242994	278018	209406	278480	242567	188447	246313	245899	363528	377448	234615	349515	270133	308611	292453	162722	159748	212777	255836	168836	340796	127445	193892	257279	290407	259854	341629	420101	258853	156329	183879	266929	357716	275526	321418	292969	295857	269844	150750	168125	443673	254334	284175	411530	396192	283715	322667	213129	359774	78653	266202	192071	254533	229020	314806	361711	231405	206631	369991	301468	169941	431091	291998	182763	123850	295621	265964	210519	386620
248783	227291	293052	314330	173358	373694	468785	584393	340357	302590	423833	321985	288063	226271	273426	396280	252949	308675	276739	410329	379344	314827	438258	173603	284931	300809	245333	521246	407412	357874	326791	390531	206708	267577	285595	419405	312657	235776	175309	294823	371420	205274	388694	301934	210351	208674	207955	325666	272157	350320	400921	344323	180445	221207	492580	195472	299331	254400.5	182254	422199	226606	108727	314592	185282	269501.5	376994	157977	446170.5	322642	250805	341475	163164	226196	293825	522060	165373	130251.5	458833	345361	314027	188309	135289	290885	435341	285390	251910	247705	241743	286171	383313	266565	289293	438220	363495	322757	253814	249467	298736	305041	510241	394343	227891.5	245523.5	293829	457048.5	345538	176667	150162	162444	374316	392925	354240	382255	73544	273015	421154	326460	355925	336620.5	521101	457079.5	274763	634904	550880	146115	358144.5	372537	354042	295895	457416	330938	244034	708308	317830	345539	245893.5	290811	363762	248864	211942	366624	206571	214702	439387	366404	332268	438147	165245	315238	441601	488034	302249.5	254718	351483	321095	137742	125944	264819	416319	193359.5	260181	378044	276754	197783	151135	166322	304656	232213	226521	195527	251544	473711	239377	377374	432799	296470	304421	374549	226024.5	223632	246877	414966	355853	257180	252876	277118	395287	390617	362944	241677	366856	245427	200620	162705	308760	325161	170656.5	239988	246748	225773	379138	334281	243018	292044	299188	398395	383219	288151	343509	342103	310188	289460	319427	236031	475611	315034	362100	298656	310167	348541	243662	270553	244593	388954	382191	233869	340809	353166	434503	316924	289528	324893	460390	283038	459204	361493	329058	239930	334655	371846	331247	387472	108645	330944	330816	285852	208802	212677	206813	640777	382430	359032	450453	231345	323788	87352	303463	353074	272089	227322	460793	388514	296822	252829	176387	710075	368846	168374	315822	288288	285153	208892	313875	542472	397711	241712	362495	287984	368137	220577	284422	305338	239517	311876	266540	225658	284321	285257	414520	428138	251830	391301	310275	326980	348358	189164	173901	253857	297854	183179	388771	146120	232204	312726	331722	289047	393014	489404	319342	183490	223009	315759	424346	307627	367780	328396	337767	264483	167361	192347	512254	302011	322804	464979	448993	327322	373991	232130	430152	90329	301289	223382	296643	268198	356820	434353	274731	237475	424254	340864	208022	499939	358674	225397	145816	348773	293542	244719	443060
282012	279314	345898	376455	194794	428601	535557	657481	393162	362496	509189	367707	317815	259114	313716	471569	289406	397287	333068	471765	424021	392589	498206	207465	330350	344283	285451	593694	470691	416486	379254	484799	231154	313585	339792	479566	368172	295073	216669	343911	456865	240237	422847	334352	233312	244085	256275	377996	317234	389528	431657	403396	202680	265383	574600	226199	347878.5	280166.5	218244	502891	271680	135838	366190	203885	304532	438269	184242	508462	374546	288299	391003.5	183561	253346	323629	579144	187948.5	151947.5	529647	399117	369799	200088	142188	339633.5	515346	345409	302106	283949.5	277935	327535	444956	297184	326916	511262	428454	387380	297927	281124	345494	351155	582633	451224	279458	286059	333408	533114.5	399697	192888	180111	186735	442207	448563	409692.5	451029	88486	316027	475405	381137	399143	360334	609068	539986	319653.5	737311.5	630848	169585	418434	461291	422533	346380	514149	387150	215794	826007	361687.5	391043.5	283999	320841	414503	292737	238844	422974	239824	255700	508820	420557	391976	491731	185393	364538	534465	569971	341193.5	293914	403028	366142.5	165370	127884	310058	478259	225787.5	312686	438464	326059	220799	178369	201140	319507	280580	257515	226994	288592	537863	279206	427467	510420	337328	345360	442182	268373.5	265524	279719	466114	421010	289890	308033	321998	476796	460618	415787	281657	409627	289514.5	242401	193853	362988	403964	199702.5	272159	279573.5	250265	424679	384908	289248	318319	333528	449123	443678	342905	393473	400239	369855	350355	352087	276621	540466	350389	417112	352324	360281	404000	285216	311916	253890	453525	415709	279338	406357	412751	515066	385939	338384	371949	541332	341791	536291	423558	394433	297389	388620	428436	354993	442316	119018	402693	367379	351095	246632	257110	229619	748109	434272	419417	511854	251101	390573	99037	319899	422218	334566	269073	521263	437739	333100	291169	212910	822066	439255	192353	371904	324606	332108	234736	349139	613965	453789	293053	403295	331849	411156	260749	334768	342597	286806	368759	284608	266789	320342	336791	465472	496202	299522	444058	357252	359332	415726	221510	187143	304201	351150	196386	468910	178543	283934	377156	371630	312323	432038	559860	379618	217849	246478	371341	497272	354735	444896	371901	384082	302757	203546	211273	576805	351318	364700	556357	523874	388442	442970	254892	503253	107919	350074	255251	343773	299012	444131	517675	309954	280803	474240	415868	243466	584908	441554	253652	181172	421073	319591	272434	519931
320600	302634	373088	420089	232940	501695	580083	737777	390813	377366	569906	410316	349947	290939	355088	559634	314147	464603	376608	521375	473173	440060	527946	234835	378208	383220	318118	663435	534066	466991	419422	555118	251104	379197	401891	562328	424693	351094	258732	374877	512269	293584	487341	377373	260267	267343	287356	425668	338541	433606	502320	457695	228463	290156	653214	245104	389403.5	320159	247698	569623	299997	145558	403232	242593	340693	502488	217665	561050	424485	335192	419345.5	210339	288807	350804	653046	210827.5	180226.5	575425	450206	423728	235626	163289.5	394011	597683	384974	344198	316531.5	288333.5	380189	510906	334350	350214	562519	501443	437993	323541	309587	373677	374107	664388	503886	323923.5	313717	374411	594619.5	452971	213782	201443	218066	479533	503512	453047	477673	100196	346743	545155	427220	454916	387381	698090	594682	349783.5	824413.5	680344	186330	475671	527722	495380	377450	574858	438522	227913	907552	411600.5	438316.5	311942.5	364880	461904	334937	266490	483965	263525	288676	520748	468504	464091	561052	191810	404656	608965	635137	390999.5	323893	458883	419271	181045	138899	356262	570919	247017.5	362724	501232	363174	254369	188964	217564	342769	319587	286235	260337.5	328352	586804	309923.5	503480	569118	395046	313530	512963	308429.5	301496	323622	493153	451344	319248	332998	365862	511358	518448	465493	314223	478045	334079	261421	208457	394287	455792	216927	299010	319133.5	271602	483566	445474	335042	351150	377889	520919	503500	390372	441397	454434	415019	402426	398666	330271	615689	396426	452003	391614	387759	447140	318368	343153	291320	508144	454313	297598	442643	458380	596410	407001	382697	414025	618438	409278	618601	503434	430744	348587	471325	461722	379860	451148	136536	468406	394918	380138	297676	308597	250038	833429	479905	499850	586745	281765	463948	86220	338188	487541	366726	298296	577855	474081	366284	336503	245606	934270	499687	215956	402761	360067	353059	253762	402842	680274	547419	341557	445870	326777	458328	312680	394506	367604	324396	417417	313221	282695	364720	388456	519933	557675	372881	507769	405431	433528	473138	241418	205540	356609	407075	224310	525471	200280	322916	440017	412311	339873	476162	633923	459766	236455	268300	424782	528949	401721	496339	406983	425399	344714	225059	223460	624623	413613	407315	627465	571051	456942	493335	284832	574673	119242	392154	286890	387464	325987	484685	579378	341452	314228	498141	484731	277447	678287	475586	292340	199140	446653	349439	300777	596425
341318	340673	417017	487496	246824	565102	667504	835892	439163	440173	643872	464997	385590	337702	386826	646501	345296	539839	424190	586295	531782	501012	583378	284230	411984	427796	354088	780595	625648	523335	475180	599027	279291	422844	464821	634788	487373	395353	289239	436228	571674	336437	534036	427353	308237	302985	311535	497819	403941	504587	566687	511295	255385	320358	713623	261299	426970.5	358023	283820	629430	322273	162962	453518	225744	376980.5	598927	246795	605242.5	459831	376252	471953.5	237191	334452	411167	747661	239297	194826.5	623711	502047	479569	269100	171568	446137	669582	437823	395664	355428	319227.5	433056	564619.5	378044	408415	595192	552063	481005	340404	332956	426981	408369	744157	575816	362443	368578.5	419903	664688.5	508105	233579	214659	251736	530871	556197	520203.5	531618	121726	412682	596994	476348.5	513465	417679.5	796491	688516	378166	920439.5	745377	220062.5	543981.5	566199	579850	439577	619383	499424	224125	1018094	452299	497890.5	349665.5	403242	538411	371146	309024	561569	299016	322617	599168	536815	484145	596928	216541	466968.5	683971	706902	418327.5	371374	539243	456900	202933	147500	414086	633899	275404.5	396280	560532	387351.5	280861	206074	241462	376816	374673	326154	294070.5	383046	645752	345009	564641	622831	459854	351189	576194	335106.5	330169	355880	530609	513158	349610	386588	419748	587901	591364	523849	354637	551295	379514	295775	242013	449598	500231	239923.5	328402	360214	314588	554174	507521	371865	423788	425272	595048	593935	452349	496721	514836	478996	455460	445157	371046	695095	453826	493701	424029	427632	499759	370379	380082	324675	576572	489501	361547	491063	517554	667643	468733	465004	452099	690874	487331	692253	549033	440754	397949	499775	524067	407590	448165	157141	556199	466334	396908	340507	340843	278815	936087	570786	575452	642298	303393	498290	105030	382103	563488	454163	332419	640337	545188	398077	370088	276527	1100752	548191	225511	434051	414892	386564	294268	455806	758418	632260	366880	522533	404044	523242	363672	447615	402517	362431	472424	347718	337698	430388	439868	576087	623551	422167	570776	463287	468876	525567	258537	236386	383190	469324	258830	584526	218209	352985	493873	477572	385441	544322	690272	518863	253172	306998	472302	608141	455024	583334	466906	481651	383674	258875	190661	707812	457666	455805	711368	619802	512665	581244	316216	672363	133214	450013	327388	436723	357651	520888	639893	378852	351241	562248	522819	300487	746641	508453	340663	217168	489617	393129	340634	653962
